ENSG ID	Gene Symbol	CHR	pos.p0	susie.cs_index	susie.pip	susie.mu2	schwartz_gwas.best.zscore	schwartz_gwas.lasso.zscore	schwartz_gwas.best.pvalue	schwartz_gwas.lasso.pvalue	schwartz_gwas.best.bfr_thresh	schwartz_gwas.lasso.bfr_thresh	schwartz_gwas.best.pred_perf_r2	schwartz_gwas.lasso.pred_perf_r2	schwartz_gwasx.best.zscore	schwartz_gwasx.lasso.zscore	schwartz_gwasx.best.pvalue	schwartz_gwasx.lasso.pvalue	schwartz_gwasx.best.bfr_thresh	schwartz_gwasx.lasso.bfr_thresh	schwartz_gwasx.best.pred_perf_r2	schwartz_gwasx.lasso.pred_perf_r2	bellen.best.zscore	bellen.lasso.zscore	bellen.best.pvalue	bellen.lasso.pvalue	bellen.best.bfr_thresh	bellen.lasso.bfr_thresh	bellen.best.pred_perf_r2	bellen.lasso.pred_perf_r2	wight.best.zscore	wight.lasso.zscore	wight.best.pvalue	wight.lasso.pvalue	wight.best.bfr_thresh	wight.lasso.bfr_thresh	wight.best.pred_perf_r2	wight.lasso.pred_perf_r2	jansen.best.zscore	jansen.lasso.zscore	jansen.best.pvalue	jansen.lasso.pvalue	jansen.best.bfr_thresh	jansen.lasso.bfr_thresh	jansen.best.pred_perf_r2	jansen.lasso.pred_perf_r2
ENSG00000111530	CAND1	12	67663061	1	0.851673027419218	15.9101961666777	1.241713039551194	1.3871625838245822	0.21434245717588862	0.16539219187702514	1.70590242238144e-5	1.7053206002728514e-5	0.103447171678498	0.102993043894884	3.4777643110619665	3.6293044510612584	5.056142891852045e-4	2.841859153976538e-4	1.70590242238144e-5	1.7053206002728514e-5	0.103447171678498	0.102993043894884	1.9094145193122491	1.8976315402786454	0.05620863923895256	0.057744636568688494	1.7094017094017095e-5	1.7047391749062393e-5	0.103447171678498	0.102993043894884	3.622055318315398	3.496898557407631	2.9227159904640957e-4	4.7070078648579175e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.103447171678498	0.102993043894884	2.5484197185168798	2.6202887049645036	0.010821219037247273	0.008785535469378164	1.7041581458759374e-5	1.7041581458759374e-5	0.103447171678498	0.102993043894884
ENSG00000136167	LCP1	13	46700055	1	0.837707364604818	15.8169934355091	-2.27222737746861	-2.0531085450019644	0.02307278051437308	0.040062051410439295	1.70590242238144e-5	1.7053206002728514e-5	0.0422220250143461	0.0412906849321223	-3.5145233180820075	-3.5886164605654787	4.4054399281885745e-4	3.3243748507684495e-4	1.70590242238144e-5	1.7053206002728514e-5	0.0422220250143461	0.0412906849321223	-3.525797522553821	-3.3927827639115016	4.2220963290701575e-4	6.918648304875401e-4	1.7094017094017095e-5	1.7047391749062393e-5	0.0422220250143461	0.0412906849321223	-1.8933058656857413	-1.8610907537727173	0.05831720556701663	0.06273136172723039	1.7041581458759374e-5	1.7041581458759374e-5	0.0422220250143461	0.0412906849321223	-2.097112642365078	-2.2604897418441525	0.03598360510944183	0.023790872381677763	1.7041581458759374e-5	1.7041581458759374e-5	0.0422220250143461	0.0412906849321223
ENSG00000131323	TRAF3	14	103243813	0	0.938466365692458	15.8073321460251	-2.3760883481023813	-2.3760883481023813	0.01749727281267699	0.01749727281267699	1.70590242238144e-5	1.7053206002728514e-5	0.0903306197788193	0.0903306197788193	-4.060328706633824	-4.060328706633824	4.900367756740695e-5	4.900367756740695e-5	1.70590242238144e-5	1.7053206002728514e-5	0.0903306197788193	0.0903306197788193	-3.687105425495213	-3.687105425495213	2.268194044589987e-4	2.268194044589987e-4	1.7094017094017095e-5	1.7047391749062393e-5	0.0903306197788193	0.0903306197788193	-2.3059622320291555	-2.3059622320291555	0.021112742773841335	0.021112742773841335	1.7041581458759374e-5	1.7041581458759374e-5	0.0903306197788193	0.0903306197788193	-2.318637136574545	-2.318637136574545	0.020414719723301798	0.020414719723301798	1.7041581458759374e-5	1.7041581458759374e-5	0.0903306197788193	0.0903306197788193
ENSG00000028528	SNX1	15	64386322	1	0.997150674542369	21.2194033580388	-3.4750874925988793	-3.540002535828822	5.106867580730757e-4	4.001231873746305e-4	1.70590242238144e-5	1.7053206002728514e-5	0.0817265730232569	0.0795950527458099	-5.058856926678463	-4.864182092336962	4.217771685765991e-7	1.1493106991272274e-6	1.70590242238144e-5	1.7053206002728514e-5	0.0817265730232569	0.0795950527458099	-5.303149761358114	-4.857856897777016	1.1382146837376319e-7	1.1866311873282006e-6	1.7094017094017095e-5	1.7047391749062393e-5	0.0817265730232569	0.0795950527458099	-4.102075104824782	-3.803500854311416	4.094613093941211e-5	1.4266550134743006e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.0817265730232569	0.0795950527458099	-3.3447657016897843	-3.165054803272441	8.235210699848218e-4	0.0015505374350298525	1.7041581458759374e-5	1.7041581458759374e-5	0.0817265730232569	0.0795950527458099
ENSG00000178952	TUFM	16	28853732	2	0.958046437476866	16.6110684171393	2.0587317287643505	2.0587317287643505	0.03951994496155297	0.03951994496155297	1.70590242238144e-5	1.7053206002728514e-5	0.0185839799780503	0.0185839799780503	3.9273140351820683	3.9273140351820683	8.589979183466118e-5	8.589979183466118e-5	1.70590242238144e-5	1.7053206002728514e-5	0.0185839799780503	0.0185839799780503	1.2356345828766537	1.2356345828766537	0.21659442380527805	0.21659442380527805	1.7094017094017095e-5	1.7047391749062393e-5	0.0185839799780503	0.0185839799780503	2.862811577002645	2.862811577002645	0.004199001867505895	0.004199001867505895	1.7041581458759374e-5	1.7041581458759374e-5	0.0185839799780503	0.0185839799780503	1.9406470402356284	1.9406470402356284	0.05230110420088662	0.05230110420088662	1.7041581458759374e-5	1.7041581458759374e-5	0.0185839799780503	0.0185839799780503
ENSG00000167397	VKORC1	16	31102163	1	0.984296677135888	25.1571352977447	2.644918047512002	2.097702513449018	0.00817107041175541	0.03593143271911952	1.70590242238144e-5	1.7053206002728514e-5	0.043161490599965	0.037771407973038	5.231216859236967	5.6154440285701295	1.6839781561511592e-7	1.960581150990183e-8	1.70590242238144e-5	1.7053206002728514e-5	0.043161490599965	0.037771407973038	4.163262275660709	4.8590870912544535	3.1373264308673315e-5	1.1792825343679725e-6	1.7094017094017095e-5	1.7047391749062393e-5	0.043161490599965	0.037771407973038	3.858819804978834	3.6239587569188365	1.1393590368129032e-4	2.901278894140488e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.043161490599965	0.037771407973038	4.798861922527688	4.896904139410638	1.5956975050409405e-6	9.735830167929583e-7	1.7041581458759374e-5	1.7041581458759374e-5	0.043161490599965	0.037771407973038
ENSG00000132613	MTSS1L	16	70695107	0	0.803703491335084	16.9555363614869	-4.161690711975097	-4.3237845630846925	3.15900017572126e-5	1.5337507964638443e-5	1.70590242238144e-5	1.7053206002728514e-5	0.0537120561219475	0.0489980831761828	-3.4970617294311523	-3.98597936497348	4.7041296688999187e-4	6.720235248147863e-5	1.70590242238144e-5	1.7053206002728514e-5	0.0537120561219475	0.0489980831761828	-1.0450496673583984	-1.4306732917287392	0.29600001492758987	0.15252387123122907	1.7094017094017095e-5	1.7047391749062393e-5	0.0537120561219475	0.0489980831761828	-1.3661156892776487	-1.776313360332683	0.17190265460997678	0.07568128233203814	1.7041581458759374e-5	1.7041581458759374e-5	0.0537120561219475	0.0489980831761828	-1.7557325363159177	-2.1998037368671124	0.07913408850273661	0.027820822742998144	1.7041581458759374e-5	1.7041581458759374e-5	0.0537120561219475	0.0489980831761828
ENSG00000175662	TOM1L2	17	17746828	1	0.986019481114161	18.2600751875589	2.593154668807983	2.6209300661727934	0.009509999126725377	0.008769024833403898	1.70590242238144e-5	1.7053206002728514e-5	0.333830708181939	0.330680501358647	4.324485778808594	4.359976203913309	1.528880658409058e-5	1.300765884658468e-5	1.70590242238144e-5	1.7053206002728514e-5	0.333830708181939	0.330680501358647	2.7419264316558833	2.8083033236261374	0.006108002013914566	0.004980329309730657	1.7094017094017095e-5	1.7047391749062393e-5	0.333830708181939	0.330680501358647	3.8901672363281246	3.9515592517192792	1.0017516054740452e-4	7.764364234797192e-5	1.7041581458759374e-5	1.7041581458759374e-5	0.333830708181939	0.330680501358647	3.0392839908599854	3.0847144813951792	0.002371411939910956	0.002037476440854001	1.7041581458759374e-5	1.7041581458759374e-5	0.333830708181939	0.330680501358647
ENSG00000159640	ACE	17	61554422	1	0.999739977888377	29.2830854465868	-3.6255982135994267	-3.6255982135994267	2.8829330010469675e-4	2.8829330010469675e-4	1.70590242238144e-5	1.7053206002728514e-5	0.111425316499587	0.111425316499587	-5.9198903077874325	-5.9198903077874325	3.221564154883918e-9	3.221564154883918e-9	1.70590242238144e-5	1.7053206002728514e-5	0.111425316499587	0.111425316499587	-8.460221575625047	-8.460221575625047	2.6686997333640104e-17	2.6686997333640104e-17	1.7094017094017095e-5	1.7047391749062393e-5	0.111425316499587	0.111425316499587	-5.736537108307697	-5.736537108307697	9.663188550235715e-9	9.663188550235715e-9	1.7041581458759374e-5	1.7041581458759374e-5	0.111425316499587	0.111425316499587	-5.54765219181534	-5.54765219181534	2.895311060471454e-8	2.895311060471454e-8	1.7041581458759374e-5	1.7041581458759374e-5	0.111425316499587	0.111425316499587
ENSG00000141469	SLC14A1	18	43304092	0	0.808161177788036	15.7701188013303	-2.8920280607570046	-2.8920280607570046	0.0038276375880323533	0.0038276375880323533	1.70590242238144e-5	1.7053206002728514e-5	0.428976697565011	0.428976697565011	-3.579233447475998	-3.579233447475998	3.446035349364419e-4	3.446035349364419e-4	1.70590242238144e-5	1.7053206002728514e-5	0.428976697565011	0.428976697565011	-1.3398647783374755	-1.3398647783374755	0.18028931084153565	0.18028931084153565	1.7094017094017095e-5	1.7047391749062393e-5	0.428976697565011	0.428976697565011	-0.7831661688390286	-0.7831661688390286	0.4335295387893521	0.4335295387893521	1.7041581458759374e-5	1.7041581458759374e-5	0.428976697565011	0.428976697565011	-2.043007919246649	-2.043007919246649	0.041051654183079996	0.041051654183079996	1.7041581458759374e-5	1.7041581458759374e-5	0.428976697565011	0.428976697565011
ENSG00000130479	MAP1S	19	17830051	1	0.976519523987595	16.592912873083	1.8285208914184123	1.7621166228376175	0.06747141320392758	0.07804959530644563	1.70590242238144e-5	1.7053206002728514e-5	0.441468422723789	0.440986395123817	3.918731307342551	4.061429061135797	8.901627896180684e-5	4.8773239132189414e-5	1.70590242238144e-5	1.7053206002728514e-5	0.441468422723789	0.440986395123817	2.779389140970474	2.7487004151517307	0.005446123932398127	0.005983204461228491	1.7094017094017095e-5	1.7047391749062393e-5	0.441468422723789	0.440986395123817	2.091222280694171	2.1627679490469953	0.036508142934828534	0.0305590319114705	1.7041581458759374e-5	1.7041581458759374e-5	0.441468422723789	0.440986395123817	2.1207913585383116	2.3162840173202905	0.033939364235069235	0.02054276641318304	1.7041581458759374e-5	1.7041581458759374e-5	0.441468422723789	0.440986395123817
